company_name,post_date,id,parent_id,comment_text,comment_date,comment_type,reaction_count
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY0MDE2NDE4NDQzNjY3XzY1MjU2OTA1Mzg5NzM5NQ==,,Is the service only available for Pixel?,2025-03-06,initial,4
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTg2ODY4ODg5NDYxMjEwXzYzNjg5NjE1ODgyNDE4OA==,,I mean before y'all start changing the Gulf of Mexico to the Gulf of America you might want to work on your speech to text. I absolutely have no accent and it is the worst. Today instead of typing maturity it typed majority how in 2025 can this softwar… See more,2025-02-20,initial,17
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU3MTkyNDUzOTE3MjM5Ng==,,Hello sir how to contact google team I Tired plz help me my gmail account hacked thanks,2025-02-06,initial,2
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzEzMTU5MDk1NjI4Nzg3NjA=,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU3MTkyNDUzOTE3MjM5Ng==,"Hi Mohammad. We'd like to help. Check out our tips article at goo.gle/3a7sT8U and try recovering your account by completing the steps on this page: goo.gle/370YQ0J. If you need additional support, we suggest reaching out to the Accounts Community with … See more",2025-02-06,reply,2
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ3NDYyNDU3NTcwNjYwNQ==,,Dear Google. I am a Google Workspace business owner and cannot get a hold of a human being for customer support.... PLEASE HELP ME!!!,2025-02-06,initial,8
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTc3MTQ3NzcwNDMzMzIyXzE1NjU5MjU5MDc0NDczNzY=,,"Why is the Gemini not working on my google app?! Like I don’t want another app for that, I like to switch back and forth on the same app! Google like can you fix it? Maybe some of us don’t want another dang app to deal with! Supposed to be convenient",2025-02-13,initial,2
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTc3MTM5ODAzNzY3NDUyXzEzMjUxNDkzNDE4NTc2NjE=,,Google’s decision to amend its policy on the use of artificial intelligence to allow its use in the military and weapons industry is a shocking and disappointing decision. This decision represents a serious deviation from the values ​​that Google has e… See more,2025-02-06,initial,5
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ0MjM4MDc3MDg4MTY4XzU5NjkzMDYzMzE5NTgwMw==,,"About 10 years ago, Google actively tried to recruit me for a research position. Boy did I dodge a bullet?  Remember when Google was the ""Do no Evil"" company? LOL How times have changed!",2025-02-06,initial,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzYxODU5ODY5Mzk5OTI2OQ==,,"So GOOGLE  is so afraid.. so they rename the golf of Mexico...  ... then please rename usa to new denmark... Australia to down under , what a stupid choice,  just to crawl for a orange idiot",2025-02-06,initial,23
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEyNTkwODExNjUxNjc4MDY=,,Great article but you still took it off the calendar and is was noticed,2025-02-13,initial,17
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTczOTUzMDk0MDg2MTIzXzIzOTA5NTIyMzQ2MDU0MDY=,,"Why does Google show you many search results when you search, far from what you are searching for, and you also have to search in the results.....just because your search words are similar to the words of the topics....Why isn't there a search (classified carousel)?",2025-02-06,initial,11
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTczOTI2NzE3NDIyMDk0XzkzNDQ5MTQ1ODgyMzY0Ng==,,Very nice and God bless you my dear,2025-02-06,initial,6
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzExMjE2MTgwNTI3OTAxMzI=,,Small businesses like my own can't even get verified because you make it nearly impossible and offer absolutely no help or clarity. Google is the worst,2025-02-06,initial,3
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTczMjU1MTkwODIyNTgwXzE2OTY0MTg4MTc5Njk4NTc=,,"Can't wait to try out the latest version with Flash 2.0. Keep up the great work, Google!!!",2025-03-20,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY4MzYxMTk3OTc4NjQ2XzExMjg4NzQ2OTgzNzI3MTQ=,,Hey Google. It’s Gulf of Mexico. How much did the orange toddler pay Google    Maybe you should change your name to sell out or scared or maybe ppl should stop using Google.,2025-01-30,initial,61
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY4MjcyMzc3OTg3NTI4XzEyNTY2ODU5OTg3MzIyODY=,,It is time to get help creating contents for my various pages. It's highly overwhelming.,2025-01-23,initial,10
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY3Njk0MzUxMzc4NjY0Xzg5MzkxODIxMDI4Njk4MTU=,,"All trust in your company is gone, we see you.",2025-01-23,initial,2
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY3NjYzODQxMzgxNzE1XzgzMDI3NjA0MjUzNTY0Mg==,,"By requiring the maximum number of steps to restore your account, you have NOT provided for the option of losing backup emails or phones. How can I contact technical support to resolve this issue? Phone, mail or page to contact?",2025-01-30,initial,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY3NjQwMzM0NzE3Mzk5XzQ1OTU1NzMzMzg5NDU1NA==,,Worst customer service system. They are making billions and you can't reach anyone to inquire about a problem.,2025-01-23,initial,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTM2MjE5NDgxMjIzMzYxXzE2ODU3MjA4NTg4MjQ0ODU=,,"That's a 5 We'll see what happens next to 2Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Tap on a clip to paste it in the text box.Welcome to Gboard clipboard, any text you copy will be saved here.Use the edit icon to pin… See more",2025-02-20,initial,2
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY3NjA5MTE0NzIwNTIxXzQwODI1MzUwMTU0MDM5NjU=,,When Gemini 2.0 pro?,2025-01-23,initial,7
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY3NTk0Nzc0NzIxOTU1XzI4ODgxNTc5NzQ2OTA1OTE=,,And... that's just the beginning... more epic features coming right up!,2025-01-23,initial,3
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTY3NTk0Nzc0NzIxOTU1XzE2MTI4ODU2NDkzMTg1ODY=,Y29tbWVudDoxMTY3NTk0Nzc0NzIxOTU1XzI4ODgxNTc5NzQ2OTA1OTE=,"They just don't want to admit that Galaxy is far better than Pixel in everything, don't they?",2025-01-23,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTMyMTQxMjY0OTY0NTE2XzIzNTQwNzQ2MzgyODc4NDE=,Y29tbWVudDoxMTMyMTQxMjY0OTY0NTE2XzYyMjUwNjMxMDMzMjgwMA==,please use Ecosia they are a search engine that plants trees,2025-01-23,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTYyOTA5MjA1MTkwNTEyXzE3NTc1NjU0OTUwOTk2ODM=,,Pixel is the way to go,2025-01-16,initial,20
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ3NDYyNDU3NTcwNjYwNQ==,,Dear Google. I am a Google Workspace business owner and cannot get a hold of a human being for customer support.... PLEASE HELP ME!!!,2025-02-06,initial,8
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ4MjIzMjE2MTQzMzcxOA==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ3NDYyNDU3NTcwNjYwNQ==,Kerri Reynolds Cotter Google couldn't care less. They won't help you or anyone else.,2025-02-20,reply,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzU3MDY1OTc1OTQ2NDMzNg==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ4MjIzMjE2MTQzMzcxOA==,we are trying to fixed some issue out we attend to everyone,2025-02-27,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzExMzA5MTUxOTE4NDUwOTU=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ3NDYyNDU3NTcwNjYwNQ==,I need help too!!!,2025-02-20,reply,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE2NDE2MDM5NjY3MzA5MDA=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzExMzA5MTUxOTE4NDUwOTU=,inbox me,2025-02-27,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE4NTUxNDA3MjE5MDA1OTc=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ3NDYyNDU3NTcwNjYwNQ==,inbox me,2025-02-27,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzkzMzM1NDU0MjE2Nzc0OA==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ3NDYyNDU3NTcwNjYwNQ==,to hey you want the best thing you can probably do is is try to find some of their degenerate employees on their 20th anniversary posts on there degenerate Google website page and just start posting things on there and then find that person's actual Facebook page and then start posting things on there like bad things like that they're doing to you you know what I'm saying so that's the best thing I can tell you this company is a degenerate company they also have the gift card scam going on where it says confirm whatever amount of money is on the gift card then it says it needs more information and it's called the gift card so there's usually not a receipt with it and basically it says you don't have the receipt you don't get the money Google is some of the Earth,2025-02-27,reply,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE2Mzg4NjE3NTMzNzkwMzM=,,Google Calendar has removed key cultural events from their site including:,2025-02-13,initial,8
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3OTA2NDk3MDgyNjYyNg==,,"Wow, interview practice!!!!",2025-02-20,initial,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzM0ODM1Nzk2NDg2MDk5NjU=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3OTA2NDk3MDgyNjYyNg==,"Ready to help 
 Here's how you can get started with Gemini Live https://goo.gle/4gzu3IZ",2025-02-20,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzYzNDQzOTg1OTUzMTUyOA==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3OTA2NDk3MDgyNjYyNg==,saboh keucamatan nyang neuduek di Banda di Peudada Kabupatèn nakeuh gampông di lhôk Tonkin nakeuh nang nanggroë neugara Monakô nyang teuduëk nakeuh nang nanggroë neugara Timor,2025-02-20,reply,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzEyOTQ3ODUxNDE3MzQzNjg=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzYzNDQzOTg1OTUzMTUyOA==,nakeuh nang nanggroë Sojib Hossein nakeuh nang nanggroë neugara Monakô Bijli sorkar nakeuh saboh Sohel Rana,2025-02-20,reply,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzkyMTM2NTM3MzQ5NjY0Mg==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3OTA2NDk3MDgyNjYyNg==,nakeuh gampông di lhôk Tonkin nakeuh nang nanggroë neugara federasi nyang teuduëk di lhôk sukôn nakeuh saboh propinsi nyang,2025-02-20,reply,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk0Nzk5NjUwMDc3NTgxOQ==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3OTA2NDk3MDgyNjYyNg==,@si gam Acèh nakeuh gampông ureuëng di lhôk Sabang,2025-02-20,reply,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzQ3NzkwNTU5ODcyMzc5MA==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3OTA2NDk3MDgyNjYyNg==,Hey Google I have a $10 Google Play gift card I bought it to months ago and I put in the code and it said oh yeah okay confirm $10 gift card I say yes and it says we need more information then it says it needs basically see a receipt and the store was bought at can you please take a picture of it and email it to us okay it was a f****** gift you don't put receipts and gifts like are you serious it knows there's 10 dollars on the card how dare you I want my f****** money I want my card,2025-02-27,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE2Mzk3MTI4MjMyOTM2OTI=,,GULF OF MEXICO.,2025-02-13,initial,3
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzY2NjExODQzNTg0NzM0Nw==,,does this company ever respond to anything that's not a. I? like customers? or just women on YouTube matter?,2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzM5ODM0NzMwMzE3ODYzOTM=,,;.; got me in the feels,2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzU5NjU4NjIzNjU2MTIxMw==,,"OK Google, j’ai de vraiment XR gentil",2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzEzNDM0MzAyMDk5OTEyNDE=,,محمد عبدالله yu,2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzUxMDM1NTEzODMzMzQxMw==,,"I am a Sponsor advertiser, I paid for Google service, we try hard to earn rating and review, why South Africa Google team can just take out the review and rating day by day? I lost another 3 today! Why there is no protection for the Google customer? Why there is no one from Google contact me to tell me whats going on? Is this the way Google dealing with small client? Is there is no customer protection? South Africa Google team take service fee and infringe customer right, this is not just infringe customer right, this is also destroy the trust between Google and all the Google customer! Also infringe the name of Google! I hereby sincerely to ask Google head office to find out who is the bad employee in South Afeica team is doing this to detroy Google's name, also revive all the rating and reviews!",2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzEzNTAyMjMyNzY0MjY4ODM=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzUxMDM1NTEzODMzMzQxMw==,https://rb.gy/kbgjpe,2025-02-13,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzEwNDQ5NjUwODA5ODAxNjc=,,Rzii,2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzExNDAyMTE5Nzc3OTQzNDA=,,I'm the,2025-02-27,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzY2NTQ3MzY2NTgzNTM3Nw==,,My husband is a Stay at home dad. He and I both bawled watching this. Beautiful commercial,2025-02-13,initial,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzEzMDk2Mzc1ODAwODQ0NzE=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzY2NTQ3MzY2NTgzNTM3Nw==,"Mind if we share some tissues with you, Mickey?",2025-02-13,reply,2
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE4MDE5MjI3OTcyNTA2NTA=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzEzMDk2Mzc1ODAwODQ0NzE=,Google pixel 9 prix ?,2025-02-20,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk0OTEzNDM1NzE5NDEzMw==,,凄い機能ですね。,2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzMxNjg5NDQwMjMyNTcyOTI=,,"Pixel 9, un téléphone incroyable !!!",2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE4MzIwODc2OTc1OTQ5Mjc=,,"How to fix it ( I can’t log my gmail and i cloud i have lot of important things in my gmail but i can’t use it, suddenly it was log out my everything please gimme some solution i wanna fix possible that issue why google doing like this i’m waiting for u all",2025-02-27,initial,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE2NTMwODU2MTg2MjYyMjY=,,Please I bought 2 Google play cards of £50 each but I can't redeem it ..they said I need more information for this card,2025-02-13,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzYyNDI2NzI4NzIxOTM2Mw==,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzE2NTMwODU2MTg2MjYyMjY=,Honestly I think that they know about this and they do it on purpose I think every hundred card does this because they're such a behemoth of a company they don't care they just sweep it under the rug and if you can provide a receipt they probably give it to you I don't know but usually gift cards are gifts hence the term gift card hey Google scumbags but you know whatever so and I don't even know if you provide the receipt you probably still don't get it so I don't know I hope you have better luck than I do hun but I'm a disabled combat veteran and they screwed me too so I'm going to have fun making their life a living hell I'm going on all their employees pages I'm finding their Facebook pages I'm making these comments on their pages I'm going to be throwing in their side on every platform trust me I have no life,2025-02-27,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3MjYwOTQ3NDg0OTY5Ng==,,Change it back to Gulf of Mexico,2025-02-13,initial,1
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk4MjcwNzQ2MDM5ODk5NDQ=,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk3MjYwOTQ3NDg0OTY5Ng==,hi,2025-03-13,reply,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzEyNzQxNzc4NzAzMTQ4NTA=,,#gulfofmexico and #fixyourcalendar,2025-02-13,initial,2
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk4MjM0Nzk0MzI5NDgwNQ==,,"Google, even if you disable comments and don’t let us post, I want to inform you that it is still called the Gulf of Mexico. Don’t hide behind a screen.",2025-02-20,initial,0
Google,2025-02-06 07:26:00,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzIwMjcwNTg4ODQ0NTkzMTg=,,Hey you guys figure out why you’re just deleting small business hard earned reviews?? Pretty low of a company!,2025-02-13,initial,1
